"File","Offset","Pointers","Japanese","English","width","height","lineheight",,"English"
"RoboDesc.opb","0x4556","0x1 0xa00","双棍人形プロトダイガ","Twinclub Puppet Protodaiga",-1,-1,16,,"Two-Club Puppet Protodaiga"
"RoboDesc.opb","0x456b","0x1 0xa04","双棍人形プロトダイガ","|Twinclub Puppet Protodaiga",124,16,16,,"Two-Club Puppet Protodaiga"
"RoboDesc.opb","0x4580","0x1 0xa10","　輪工房が開発し
た最新型人形。ま
だ試作段階だが、
それでもガウス以
上の性能を持つ。
　太鼓のバチのよ
うな/c5二本のメイス/c3
を持ち、連打で戦
う。車形態は３輪
のため、やや安定
に欠けるのが欠点。","　輪工房が開発し
た最新型人形。ま
だ試作段階だが、
それでもガウス以
上の性能を持つ。
　太鼓のバチのよ
うな/c5二本のメイス/c3
を持ち、連打で戦
う。車形態は３輪
のため、やや安定
に欠けるのが欠点。",114,176,16,,"　輪工房が開発し
た最新型人形。ま
だ試作段階だが、
それでもガウス以
上の性能を持つ。
　太鼓のバチのよ
うな/c5二本のメイス/c3
を持ち、連打で戦
う。車形態は３輪
のため、やや安定
に欠けるのが欠点。"
"RoboDesc.opb","0x464d","0x1 0xa14","/c5車/c3：アクセルレバ
ーとハンドルで運
転。
/c5人型/c3：回転レバー
を回し続けるとス
ピンショット。右
上のカバーを破り
ボタンを押すと、
武器を投げる最後
の技/c5ストライク・
バニッシャー/c3。","/c5Car/c3: Drive with the lever and wheel.
/c5Human Form/c3:
  Spinner: Continuously turn for a Spin Shot.
  Top-right button: Break cover and push to do the Strike Vanisher. You'll lose your weapons.",114,176,16,,"/c5車/c3：アクセルレバ
ーとハンドルで運
転。
/c5人型/c3：回転レバー
を回し続けるとス
ピンショット。右
上のカバーを破り
ボタンを押すと、
武器を投げる最後
の技/c5ストライク・
バニッシャー/c3。"
"RoboDesc.opb","0x4716","0x1 0xa2c","双棍人形ダイガー","Twinclub Puppet Daiger",-1,-1,16,,"Two-Club Puppet Daiger"
"RoboDesc.opb","0x4727","0x1 0xa30","双棍人形ダイガー","|Twinclub Puppet Daiger",124,16,16,,"Two-Club Puppet Daiger"
"RoboDesc.opb","0x4738","0x1 0xa3c","　双棍人形の完成
型。あらゆる性能
が向上しているが、
特に、武器を投げ
る超兵器Ｓバニッ
シャーが強化され
ている。直撃させ
れば、一撃で敵を
倒すことも可能だ
ろう。","　双棍人形の完成
型。あらゆる性能
が向上しているが、
特に、武器を投げ
る超兵器Ｓバニッ
シャーが強化され
ている。直撃させ
れば、一撃で敵を
倒すことも可能だ
ろう。",114,176,16,,"　双棍人形の完成
型。あらゆる性能
が向上しているが、
特に、武器を投げ
る超兵器Ｓバニッ
シャーが強化され
ている。直撃させ
れば、一撃で敵を
倒すことも可能だ
ろう。"
"RoboDesc.opb","0x47e3","0x1 0xa40","/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：回転レバー
を回し続けるとス
ピンショット。右
上のカバーを破り
ボタンを押すと、
/c5超兵器ストライク
バニッシャー/c3。","/c5Car/c3: Drive with the lever and wheel.
/c5Human Form/c3:
  Spinner: Continuously turn for a Spin Shot.
  Top-right button: Break cover and push to do the Strike Vanisher. You'll lose your weapons.",114,176,16,,"/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：回転レバー
を回し続けるとス
ピンショット。右
上のカバーを破り
ボタンを押すと、
/c5超兵器ストライク
バニッシャー/c3。"
"RoboDesc.opb","0x48ba","0x1 0xa58","双棍人形ダイガー２","Twinclub Puppet Daiger-2",-1,-1,16,,"Two-Club Puppet Daiger-2"
"RoboDesc.opb","0x48cd","0x1 0xa5c","双棍人形ダイガー２","|Twinclub Puppet Daiger-2",124,16,16,,"Two-Club Puppet Daiger-2"
"RoboDesc.opb","0x48e0","0x1 0xa68","　双棍人形の最終
型。性能が極限ま
で高まり、近接戦
闘では無敵の強さ
を発揮する。","　双棍人形の最終
型。性能が極限ま
で高まり、近接戦
闘では無敵の強さ
を発揮する。",114,176,16,,"　双棍人形の最終
型。性能が極限ま
で高まり、近接戦
闘では無敵の強さ
を発揮する。"
"RoboDesc.opb","0x4935","0x1 0xa6c","/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：回転レバー
を回し続けるとス
ピンショット。右
上のカバーを破り
ボタンを押すと、
/c5超兵器ストライク
バニッシャー/c3。","/c5Car/c3: Drive with the lever and wheel.
/c5Human Form/c3:
  Spinner: Continuously turn for a Spin Shot.
  Top-right button: Break cover and push to do the Strike Vanisher. You'll lose your weapons.",114,176,16,,"/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：回転レバー
を回し続けるとス
ピンショット。右
上のカバーを破り
ボタンを押すと、
/c5超兵器ストライク
バニッシャー/c3。"
"RoboDesc.opb","0x4a0c","0x1 0xa84","人形武者ガウス","Puppet Warrior Gauss",-1,-1,16,,"Puppet Warrior Gauss"
"RoboDesc.opb","0x4a1b","0x1 0xa88","人形武者ガウス","|Puppet Warrior Gauss",124,16,16,,"Puppet Warrior Gauss"
"RoboDesc.opb","0x4a2a","0x1 0xa94","　昨年度の最優秀
人形賞を受賞した
傑作。車への変形
機構を持ち、人形
形態では/c5魔刀ファ
ルシス/c3を操る。世
界中の人形師が、
ガウスを手に入れ
ることを夢見てい
るといってよい。","　昨年度の最優秀
人形賞を受賞した
傑作。車への変形
機構を持ち、人形
形態では/c5魔刀ファ
ルシス/c3を操る。世
界中の人形師が、
ガウスを手に入れ
ることを夢見てい
るといってよい。",114,176,16,,"　昨年度の最優秀
人形賞を受賞した
傑作。車への変形
機構を持ち、人形
形態では/c5魔刀ファ
ルシス/c3を操る。世
界中の人形師が、
ガウスを手に入れ
ることを夢見てい
るといってよい。"
"RoboDesc.opb","0x4ae3","0x1 0xa98","/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下で減速。
ハンドルでターン。
/c5人型/c3：右側の十文
字型レバーで剣を
振る。回転レバー
を回し続けると、
剣に妖気が宿る。
ボタンで、/c5超兵器
ヴォルテクス/c3。","/c5Car/c3: Accelerate with the lever and turn with the wheel.
/c5Human Form/c3:
 Right cross lever: Swings the sword.
 Spinner: Continually turn to activate the Unearthly Sword.
 Button: /c5Super Weapon Vortex/c3.",114,176,16,,"/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下で減速。
ハンドルでターン。
/c5人型/c3：右側の十文
字型レバーで剣を
振る。回転レバー
を回し続けると、
剣に妖気が宿る。
ボタンで、/c5超兵器
ヴォルテクス/c3。"
"RoboDesc.opb","0x4bba","0x1 0xab0","人形武者ガロス","Puppet Warrior Galos",-1,-1,16,,"Puppet Warrior Galos"
"RoboDesc.opb","0x4bc9","0x1 0xab4","人形武者ガロス","|Puppet Warrior Galos",124,16,16,,"Puppet Warrior Galos"
"RoboDesc.opb","0x4bd8","0x1 0xac0","　ガウスの強化型。
さまざまな性能が
飛躍的に向上。
　特に超兵器ヴォ
ルテクスを強化。
発射回数が減少し
たが、その分、威
力が格段に増した。
　製作には、多く
の工房が協力して
いる。","　ガウスの強化型。
さまざまな性能が
飛躍的に向上。
　特に超兵器ヴォ
ルテクスを強化。
発射回数が減少し
たが、その分、威
力が格段に増した。
　製作には、多く
の工房が協力して
いる。",114,176,16,,"　ガウスの強化型。
さまざまな性能が
飛躍的に向上。
　特に超兵器ヴォ
ルテクスを強化。
発射回数が減少し
たが、その分、威
力が格段に増した。
　製作には、多く
の工房が協力して
いる。"
"RoboDesc.opb","0x4c95","0x1 0xac4","/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下で減速。
ハンドルでターン。
/c5人型/c3：右側の十文
字型レバーで剣を
振る。回転レバー
を回し続けると、
剣に妖気が宿る。
ボタンで、/c5超兵器
ヴォルテクス/c3。","/c5Car/c3: Accelerate with the lever and turn with the wheel.
/c5Human Form/c3:
 Right cross lever: Swings the sword.
 Spinner: Continually turn to activate the Unearthly Sword.
 Button: /c5Super Weapon Vortex/c3.",114,176,16,,"/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下で減速。
ハンドルでターン。
/c5人型/c3：右側の十文
字型レバーで剣を
振る。回転レバー
を回し続けると、
剣に妖気が宿る。
ボタンで、/c5超兵器
ヴォルテクス/c3。"
"RoboDesc.opb","0x4d6c","0x1 0xadc","人形武者ガウロス","Puppet Warrior Gaulos",-1,-1,16,,"Puppet Warrior Gaulos"
"RoboDesc.opb","0x4d7d","0x1 0xae0","人形武者ガウロス","|Puppet Warrior Gaulos",124,16,16,,"Puppet Warrior Gaulos"
"RoboDesc.opb","0x4d8e","0x1 0xaec","　ガウスシリーズ
の完成形。
　新たな機能とし
て、前方への/c5ダッ
シュジャンプ/c3が追
加された。跳躍中
でも剣を振ること
ができるため、前
進しながら攻撃を
おこなうことが可
能となった。","　ガウスシリーズ
の完成形。
　新たな機能とし
て、前方への/c5ダッ
シュジャンプ/c3が追
加された。跳躍中
でも剣を振ること
ができるため、前
進しながら攻撃を
おこなうことが可
能となった。",114,176,16,,"　ガウスシリーズ
の完成形。
　新たな機能とし
て、前方への/c5ダッ
シュジャンプ/c3が追
加された。跳躍中
でも剣を振ること
ができるため、前
進しながら攻撃を
おこなうことが可
能となった。"
"RoboDesc.opb","0x4e4f","0x1 0xaf0","　コクピット中央
に新たなレバーが
追加された。
　レバーを下に引
いてから離すと、
前方へダッシュジ
ャンプ。ダッシュ
中も剣を振ること
が可能。","  A new lever has been added in the middle of the cockpit.
  Lever: Pull down and release to perform a Dash Jump forwards. It's possible to use the sword while dashing.",114,176,16,,"　コクピット中央
に新たなレバーが
追加された。
　レバーを下に引
いてから離すと、
前方へダッシュジ
ャンプ。ダッシュ
中も剣を振ること
が可能。"
"RoboDesc.opb","0x4ee4","0x1 0xb08","人形獣ゴウラ","Puppet Beast Goula",-1,-1,16,,"Puppet Beast Goula"
"RoboDesc.opb","0x4ef1","0x1 0xb0c","人形獣ゴウラ","|Puppet Beast Goula",124,16,16,,"Puppet Beast Goula"
"RoboDesc.opb","0x4efe","0x1 0xb18","　見た目は奇抜だ
が、非常に高いパ
ワーを持つ高性能
人形である。
　大きな腕で大地
を叩き、/c5衝撃波/c3を
発生させる。
　また、大型ミサ
イル“/c5ジャングル
バード/c3”を搭載し
ている。","　見た目は奇抜だ
が、非常に高いパ
ワーを持つ高性能
人形である。
　大きな腕で大地
を叩き、/c5衝撃波/c3を
発生させる。
　また、大型ミサ
イル“/c5ジャングル
バード/c3”を搭載し
ている。",114,176,16,,"　見た目は奇抜だ
が、非常に高いパ
ワーを持つ高性能
人形である。
　大きな腕で大地
を叩き、/c5衝撃波/c3を
発生させる。
　また、大型ミサ
イル“/c5ジャングル
バード/c3”を搭載し
ている。"
"RoboDesc.opb","0x4fbf","0x1 0xb1c","/c5タンク/c3：レバーを
下まで引き、放す
と、キャノン発射。
/c5ゴリラ型/c3：ミサイ
ルの部品を動かし、
発射口にはめ込む。
完成したら、ボタ
ンを押すと発射。
右のレバーを上ま
で動かして放すと
ビーストソニック。","/c5Tank/c3: Pull and release the lever to launch the cannon.
/c5Gorilla Form/c3: Insert the missile parts into the launch port, then push the button to fire.
  Right lever: Pull and release to do a Beast Sonic.",114,176,16,,"/c5タンク/c3：レバーを
下まで引き、放す
と、キャノン発射。
/c5ゴリラ型/c3：ミサイ
ルの部品を動かし、
発射口にはめ込む。
完成したら、ボタ
ンを押すと発射。
右のレバーを上ま
で動かして放すと
ビーストソニック。"
"RoboDesc.opb","0x5098","0x1 0xb34","人形獣ゴウラン","Puppet Beast Goulan",-1,-1,16,,"Puppet Beast Goulan"
"RoboDesc.opb","0x50a7","0x1 0xb38","人形獣ゴウラン","|Puppet Beast Goulan",124,16,16,,"Puppet Beast Goulan"
"RoboDesc.opb","0x50b6","0x1 0xb44","　人形獣の改良型。
大型ミサイル・ジ
ャングルバードが
重点的に強化され、
恐ろしいほどの破
壊力となった。","　人形獣の改良型。
大型ミサイル・ジ
ャングルバードが
重点的に強化され、
恐ろしいほどの破
壊力となった。",114,176,16,,"　人形獣の改良型。
大型ミサイル・ジ
ャングルバードが
重点的に強化され、
恐ろしいほどの破
壊力となった。"
"RoboDesc.opb","0x5123","0x1 0xb48","/c5タンク/c3：レバーを
下まで引き、放す
と、キャノン発射。
/c5ゴリラ型/c3：ミサイ
ルの部品を動かし、
発射口にはめ込む。
完成したら、ボタ
ンを押すと発射。
右のレバーを上ま
で動かして放すと
ビーストソニック。","/c5Tank/c3: Pull and release the lever to launch the cannon.
/c5Gorilla Form/c3: Insert the missile parts into the launch port, then push the button to fire.
  Right lever: Pull and release to do a Beast Sonic.",114,176,16,,"/c5タンク/c3：レバーを
下まで引き、放す
と、キャノン発射。
/c5ゴリラ型/c3：ミサイ
ルの部品を動かし、
発射口にはめ込む。
完成したら、ボタ
ンを押すと発射。
右のレバーを上ま
で動かして放すと
ビーストソニック。"
"RoboDesc.opb","0x51fc","0x1 0xb60","人形獣ゴウレス","Puppet Beast Goules",-1,-1,16,,"Puppet Beast Goules"
"RoboDesc.opb","0x520b","0x1 0xb64","人形獣ゴウレス","|Puppet Beast Goules",124,16,16,,"Puppet Beast Goules"
"RoboDesc.opb","0x521a","0x1 0xb70","　人形獣の最終型。
あらゆる性能が飛
躍的に向上してい
る。","　人形獣の最終型。
あらゆる性能が飛
躍的に向上してい
る。",114,176,16,,"　人形獣の最終型。
あらゆる性能が飛
躍的に向上してい
る。"
"RoboDesc.opb","0x5257","0x1 0xb74","/c5タンク/c3：レバーを
下まで引き、放す
と、キャノン発射。
/c5ゴリラ型/c3：ミサイ
ルの部品を動かし、
発射口にはめ込む。
完成したら、ボタ
ンを押すと発射。
右のレバーを上ま
で動かして放すと
ビーストソニック。","/c5Tank/c3: Pull and release the lever to launch the cannon.
/c5Gorilla Form/c3: Insert the missile parts into the launch port, then push the button to fire.
  Right lever: Pull and release to do a Beast Sonic.",114,176,16,,"/c5タンク/c3：レバーを
下まで引き、放す
と、キャノン発射。
/c5ゴリラ型/c3：ミサイ
ルの部品を動かし、
発射口にはめ込む。
完成したら、ボタ
ンを押すと発射。
右のレバーを上ま
で動かして放すと
ビーストソニック。"
"RoboDesc.opb","0x5330","0x1 0xb8c","弩弓人形ヒューン","Crossbow Puppet Hyuun",-1,-1,16,,"Crossbow Puppet Hyuun"
"RoboDesc.opb","0x5341","0x1 0xb90","弩弓人形ヒューン","|Crossbow Puppet Hyuun",124,16,16,,"Crossbow Puppet Hyuun"
"RoboDesc.opb","0x5352","0x1 0xb9c","　/c5クロスボウ/c3を持
ち、変形機構もそ
なえた高性能人形。
/c7※変形可能回数３/c3
クロスボウの弦を
引くには強い力が
必要なため、回転
式の巻き取り機を
使って弓を引く。
弓系人形の中では、
最高の威力を持つ。","　/c5クロスボウ/c3を持
ち、変形機構もそ
なえた高性能人形。
/c7※変形可能回数３/c3
クロスボウの弦を
引くには強い力が
必要なため、回転
式の巻き取り機を
使って弓を引く。
弓系人形の中では、
最高の威力を持つ。",114,176,16,,"　/c5クロスボウ/c3を持
ち、変形機構もそ
なえた高性能人形。
/c7※変形可能回数３/c3
クロスボウの弦を
引くには強い力が
必要なため、回転
式の巻き取り機を
使って弓を引く。
弓系人形の中では、
最高の威力を持つ。"
"RoboDesc.opb","0x5429","0x1 0xba0","　回転式の巻き取
り機を回すことで
弓を引く。弓を限
界まで引くと、ロ
ックされ、その後
発射トリガーを引
くことで発射。
　右下のボタンで
/c5超兵器“雷光”/c3を
装填する。
/c7※変形可能回数３/c3","  Rotary winder: Turn to draw the bowstring. Once the bow locks, fire by pulling the firing trigger.
  Lower-right button: Press to load the /c5Super Weapon {Thunder Ray}/c3.
/c7  Morph Limit: 3/c3",114,176,16,,"　回転式の巻き取
り機を回すことで
弓を引く。弓を限
界まで引くと、ロ
ックされ、その後
発射トリガーを引
くことで発射。
　右下のボタンで
/c5超兵器“雷光”/c3を
装填する。
/c7※変形可能回数３/c3"
"RoboDesc.opb","0x54f2","0x1 0xbb8","弩弓人形ヒュオン","Crossbow Puppet Hyuon",-1,-1,16,,"Crossbow Puppet Hyuon"
"RoboDesc.opb","0x5503","0x1 0xbbc","弩弓人形ヒュオン","|Crossbow Puppet Hyuon",124,16,16,,"Crossbow Puppet Hyuon"
"RoboDesc.opb","0x5514","0x1 0xbc8","　弩弓人形の強化
型。特殊矢の搭載
数が増え、戦闘能
力が強化されてい
る。","　弩弓人形の強化
型。特殊矢の搭載
数が増え、戦闘能
力が強化されてい
る。",114,176,16,,"　弩弓人形の強化
型。特殊矢の搭載
数が増え、戦闘能
力が強化されてい
る。"
"RoboDesc.opb","0x5561","0x1 0xbcc","　回転式の巻き取
り機を回すことで
弓を引く。弓を限
界まで引くと、ロ
ックされ、その後
発射トリガーを引
くことで発射。
　右下のボタンで
/c5超兵器“雷鳥”/c3を
装填する。
/c7※変形可能回数３/c3","  Rotary winder: Turn to draw the bowstring. Once the bow locks, fire by pulling the firing trigger.
  Lower-right button: Press to load the /c5Super Weapon {Thunder Bird}/c3.
/c7  Morph Limit: 3/c3",114,176,16,,"　回転式の巻き取
り機を回すことで
弓を引く。弓を限
界まで引くと、ロ
ックされ、その後
発射トリガーを引
くことで発射。
　右下のボタンで
/c5超兵器“雷鳥”/c3を
装填する。
/c7※変形可能回数３/c3"
"RoboDesc.opb","0x562a","0x1 0xbe4","弩弓人形ヘリオン","Crossbow Puppet Hellion",-1,-1,16,,"Crossbow Puppet Hellion"
"RoboDesc.opb","0x563b","0x1 0xbe8","弩弓人形ヘリオン","|Crossbow Puppet Hellion",124,16,16,,"Crossbow Puppet Hellion"
"RoboDesc.opb","0x564c","0x1 0xbf4","　弩弓人形の最終
型。特殊矢の搭載
数がさらに増え、
極限の戦闘力を有
するようになった。","　弩弓人形の最終
型。特殊矢の搭載
数がさらに増え、
極限の戦闘力を有
するようになった。",114,176,16,,"　弩弓人形の最終
型。特殊矢の搭載
数がさらに増え、
極限の戦闘力を有
するようになった。"
"RoboDesc.opb","0x56a7","0x1 0xbf8","　回転式の巻き取
り機を回すことで
弓を引く。弓を限
界まで引くと、ロ
ックされ、その後
発射トリガーを引
くことで発射。
　右下のボタンで
/c5超兵器“雷鳴”/c3を
装填する。
/c7※変形可能回数３/c3","  Rotary winder: Turn to draw the bowstring. Once the bow locks, fire by pulling the firing trigger.
  Lower-right button: Press to load the /c5Super Weapon {Thunder Cry}/c3.
/c7  Morph Limit: 3/c3",114,176,16,,"　回転式の巻き取
り機を回すことで
弓を引く。弓を限
界まで引くと、ロ
ックされ、その後
発射トリガーを引
くことで発射。
　右下のボタンで
/c5超兵器“雷鳴”/c3を
装填する。
/c7※変形可能回数３/c3"
"RoboDesc.opb","0x5770","0x1 0xc10","人形神","Puppet God",-1,-1,16,,"Puppet God"
"RoboDesc.opb","0x5777","0x1 0xc14","人形神","|Puppet God",124,16,16,,"Puppet God"
"RoboDesc.opb","0x577e","0x2 0xc20 0xc24","　人形都市が生み
出した最強最高の
自律人形。高い知
能を備え、もはや
高度な生命体とい
えるほどの存在と
なった。次元と空
間を自在に操り、
異次元空間を行き
来するほどの力が
ある。","　人形都市が生み
出した最強最高の
自律人形。高い知
能を備え、もはや
高度な生命体とい
えるほどの存在と
なった。次元と空
間を自在に操り、
異次元空間を行き
来するほどの力が
ある。",114,176,16,,"　人形都市が生み
出した最強最高の
自律人形。高い知
能を備え、もはや
高度な生命体とい
えるほどの存在と
なった。次元と空
間を自在に操り、
異次元空間を行き
来するほどの力が
ある。"
"RoboDesc.opb","0x5839","0x1 0xc3c","超電磁人形ゼスターＡ","Hi-Elemag Puppet Zester-A",-1,-1,16,,"Hi-Elemag Puppet Zester-A"
"RoboDesc.opb","0x584e","0x1 0xc40","超電磁人形ゼスターＡ","|Hi-Elemag Puppet Zester-A",124,16,16,,"Hi-Elemag Puppet Zester-A"
"RoboDesc.opb","0x5863","0x1 0xc4c","　特工房の最高傑
作。とてつもない
攻撃力を有する超
人形。ゼストマシ
ンからゼスターロ
ボへと変形する。
　頭部から/c5ゼスト
ブラスター/c3。胸か
ら/c5ゼスタービーム/c3。
必殺技は/c5超兵器ゼ
スターパンチ/c3。","　特工房の最高傑
作。とてつもない
攻撃力を有する超
人形。ゼストマシ
ンからゼスターロ
ボへと変形する。
　頭部から/c5ゼスト
ブラスター/c3。胸か
ら/c5ゼスタービーム/c3。
必殺技は/c5超兵器ゼ
スターパンチ/c3。",114,176,16,,"　特工房の最高傑
作。とてつもない
攻撃力を有する超
人形。ゼストマシ
ンからゼスターロ
ボへと変形する。
　頭部から/c5ゼスト
ブラスター/c3。胸か
ら/c5ゼスタービーム/c3。
必殺技は/c5超兵器ゼ
スターパンチ/c3。"
"RoboDesc.opb","0x593a","0x1 0xc50","/c5マシン/c3：スイッチ
で走る／止まる。
ハンドルでターン。
/c5ロボ/c3：４つのスイ
ッチのうち、同時
に２つしかオンに
できない。３つ以
上オンにした場合、
安全装置が作動し、
全機能が停止。ブ
レーカーで再起動。","/c5Machine/c3: Stop and go with the switch, and turn with the wheel.
/c5Robo/c3: Only two of the four switches can be on at once. If three or more are turned on, the safety interlock will halt all functions. Use the breaker to reset.",114,176,16,,"/c5マシン/c3：スイッチ
で走る／止まる。
ハンドルでターン。
/c5ロボ/c3：４つのスイ
ッチのうち、同時
に２つしかオンに
できない。３つ以
上オンにした場合、
安全装置が作動し、
全機能が停止。ブ
レーカーで再起動。"
"RoboDesc.opb","0x5a13","0x1 0xc68","ブラック・ゼスター","Black Zester",-1,-1,16,,"Black Zester"
"RoboDesc.opb","0x5a26","0x1 0xc6c","ブラック・ゼスター","|Black Zester",124,16,16,,"Black Zester"
"RoboDesc.opb","0x5a39","0x1 0xc78","　限定生産された
ゼスターＡのブラ
ックバージョン。
カラーだけでなく、
性能も大幅に向上
している。特に超
兵器ゼスターパン
チの破壊力が劇的
に向上した。
　一部のマニアに
高い人気がある。","　限定生産された
ゼスターＡのブラ
ックバージョン。
カラーだけでなく、
性能も大幅に向上
している。特に超
兵器ゼスターパン
チの破壊力が劇的
に向上した。
　一部のマニアに
高い人気がある。",114,176,16,,"　限定生産された
ゼスターＡのブラ
ックバージョン。
カラーだけでなく、
性能も大幅に向上
している。特に超
兵器ゼスターパン
チの破壊力が劇的
に向上した。
　一部のマニアに
高い人気がある。"
"RoboDesc.opb","0x5afc","0x1 0xc7c","/c5マシン/c3：スイッチ
で走る／止まる。
ハンドルでターン。
/c5ロボ/c3：４つのスイ
ッチのうち、同時
に２つしかオンに
できない。３つ以
上オンにした場合、
安全装置が作動し、
全機能が停止。ブ
レーカーで再起動。","/c5Machine/c3: Stop and go with the switch, and turn with the wheel.
/c5Robo/c3: Only two of the four switches can be on at once. If three or more are turned on, the safety interlock will halt all functions. Use the breaker to reset.",114,176,16,,"/c5マシン/c3：スイッチ
で走る／止まる。
ハンドルでターン。
/c5ロボ/c3：４つのスイ
ッチのうち、同時
に２つしかオンに
できない。３つ以
上オンにした場合、
安全装置が作動し、
全機能が停止。ブ
レーカーで再起動。"
"RoboDesc.opb","0x5bd5","0x1 0xc94","超人形ダイゼスター","Super-Puppet Daizester",-1,-1,16,,"Super-Puppet Daizester"
"RoboDesc.opb","0x5be8","0x1 0xc98","超人形ダイゼスター","|Super-Puppet Daizester",124,16,16,,"Super-Puppet Daizester"
"RoboDesc.opb","0x5bfb","0x1 0xca4","　高まる人気に後
押しされるかたち
で開発が進められ
た究極のゼスター。
　各機能が極限ま
で強化されている。
　子供にも人気が
あり、特工房では
玩具“完全変形Ｄ
Ｘダイゼスター”
の発売も予定。","　高まる人気に後
押しされるかたち
で開発が進められ
た究極のゼスター。
　各機能が極限ま
で強化されている。
　子供にも人気が
あり、特工房では
玩具“完全変形Ｄ
Ｘダイゼスター”
の発売も予定。",114,176,16,,"　高まる人気に後
押しされるかたち
で開発が進められ
た究極のゼスター。
　各機能が極限ま
で強化されている。
　子供にも人気が
あり、特工房では
玩具“完全変形Ｄ
Ｘダイゼスター”
の発売も予定。"
"RoboDesc.opb","0x5cc2","0x1 0xca8","/c5マシン/c3：スイッチ
で走る／止まる。
ハンドルでターン。
/c5ロボ/c3：４つのスイ
ッチのうち、同時
に２つしかオンに
できない。３つ以
上オンにした場合、
安全装置が作動し、
全機能が停止。ブ
レーカーで再起動。","/c5Machine/c3: Stop and go with the switch, and turn with the wheel.
/c5Robo/c3: Only two of the four switches can be on at once. If three or more are turned on, the safety interlock will halt all functions. Use the breaker to reset.",114,176,16,,"/c5マシン/c3：スイッチ
で走る／止まる。
ハンドルでターン。
/c5ロボ/c3：４つのスイ
ッチのうち、同時
に２つしかオンに
できない。３つ以
上オンにした場合、
安全装置が作動し、
全機能が停止。ブ
レーカーで再起動。"
"RoboDesc.opb","0x5d9b","0x1 0xcc0","遺跡の巨人オーダン","Ruins Giant Ordan",-1,-1,16,,"Ruins Giant Audan"
"RoboDesc.opb","0x5dae","0x1 0xcc4","遺跡の巨人オーダン","|Ruins Giant Ordan",124,16,16,,"Ruins Giant Audan"
"RoboDesc.opb","0x5dc1","0x2 0xcd0 0xcd4","　古代遺跡を守る
謎の巨人。遺跡の
守り神といわれて
いるが詳しいこと
はわかっていない。
　異次元からやっ
てきた異形の神に
滅ぼされたという
超古代文明に関係
しているという説
もあるが……。","　古代遺跡を守る
謎の巨人。遺跡の
守り神といわれて
いるが詳しいこと
はわかっていない。
　異次元からやっ
てきた異形の神に
滅ぼされたという
超古代文明に関係
しているという説
もあるが……。",114,176,16,,"　古代遺跡を守る
謎の巨人。遺跡の
守り神といわれて
いるが詳しいこと
はわかっていない。
　異次元からやっ
てきた異形の神に
滅ぼされたという
超古代文明に関係
しているという説
もあるが……。"
"RoboDesc.opb","0x5e86","0x1 0xcec","遺跡の邪神","Evil God of the Ruins",-1,-1,16,,"Evil God of the Ruins"
"RoboDesc.opb","0x5e91","0x3 0xcf0 0xcfc 0xd00","遺跡の邪神","|Evil God of the Ruins",124,16,16,,"Evil God of the Ruins"
"RoboDesc.opb","0x5e9c","0x1 0xd18","ドッグドラック","Dog Druck",-1,-1,16,,"Dog Druck"
"RoboDesc.opb","0x5eab","0x3 0xd1c 0xd28 0xd2c","ドッグトラック","|Dog Truck",124,16,16,,"Dog Truck"
"RoboDesc.opb","0x5eba","0x1 0xd44","ドリル人形テレスト","Drill Puppet Terrest",-1,-1,16,,"Drill Puppet Terrest"
"RoboDesc.opb","0x5ecd","0x1 0xd48","ドリル人形テレスト","|Drill Puppet Terrest",124,16,16,,"Drill Puppet Terrest"
"RoboDesc.opb","0x5ee0","0x1 0xd54","　/c5ドリル/c3を持つ人
形。地底戦車のよ
うな外観だが、実
際には地上での作
業用であるため、
地中に潜ることは
できない。とはい
え、ドリルを回転
させた時の破壊力
は絶大。/c5ドリルミ
サイル/c3も搭載。","　/c5ドリル/c3を持つ人
形。地底戦車のよ
うな外観だが、実
際には地上での作
業用であるため、
地中に潜ることは
できない。とはい
え、ドリルを回転
させた時の破壊力
は絶大。/c5ドリルミ
サイル/c3も搭載。",114,176,16,,"　/c5ドリル/c3を持つ人
形。地底戦車のよ
うな外観だが、実
際には地上での作
業用であるため、
地中に潜ることは
できない。とはい
え、ドリルを回転
させた時の破壊力
は絶大。/c5ドリルミ
サイル/c3も搭載。"
