File,Offset,Pointers,Japanese,English,width,height,lineheight,
opb/PartsDesc.opb,0x3161,0x1 0xa78,"耐久力＋２００
打撃、斬撃ダメージが３０％上昇
/c5※特工房の人形のみ装備可能/c3","Stamina +200
Striking, slashing damage increased by 30%
/c5* Equippable only by Special Workshop mechs./c3",240,64,16,
opb/PartsDesc.opb,0x31b2,0x1 0xa7c,"　特工房でのみ使われる特殊な電子部品。
人形の性能を飛躍的に向上させる。",　Unique electronic component used only at the Special Workshop. Dramatically improves a mech's performance.,240,64,16,
opb/PartsDesc.opb,0x31fb,0x1 0xa88,木製滑車,Wooden Pulley,102,14,14,
opb/PartsDesc.opb,0x3204,0x1 0xa8c,"耐久力＋１０
打撃、斬撃ダメージが5％上昇
/c5※木工房の人形のみ装備可能/c3","Stamina +10
Striking, slashing damage increased by 5%
/c5* Equippable only by Tree Workshop mechs./c3",240,64,16,
opb/PartsDesc.opb,0x3251,0x1 0xa90,"　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。",　A special part used only at the Tree Workshop. Made from the wood of sacred tree that's a thousand years old.,240,64,16,
opb/PartsDesc.opb,0x3292,0x1 0xa9c,古木滑車,Old Tree Pulley,102,14,14,
opb/PartsDesc.opb,0x329b,0x1 0xaa0,"耐久力＋２０
打撃、斬撃ダメージが１０％上昇
/c5※木工房の人形のみ装備可能/c3","Stamina +20
Striking, slashing damage increased by 10%
/c5* Equippable only by Tree Workshop mechs./c3",240,64,16,
opb/PartsDesc.opb,0x32ea,0x1 0xaa4,"　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。",　A special part used only at the Tree Workshop. Made from the wood of sacred tree that's a thousand years old.,240,64,16,
opb/PartsDesc.opb,0x332b,0x1 0xab0,強化滑車,Reinfored Pulley,102,14,14,
opb/PartsDesc.opb,0x3334,0x1 0xab4,"耐久力＋4０
打撃、斬撃ダメージが１5％上昇
/c5※木工房の人形のみ装備可能/c3","Stamina +40
Striking, slashing damage increased by 15%
/c5* Equippable only by Tree Workshop mechs./c3",240,64,16,
opb/PartsDesc.opb,0x3383,0x1 0xab8,"　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。",　A special part used only at the Tree Workshop. Made from the wood of sacred tree that's a thousand years old.,240,64,16,
opb/PartsDesc.opb,0x33c4,0x1 0xac4,神木滑車,Sacred Tree Pulley,102,14,14,
opb/PartsDesc.opb,0x33cd,0x1 0xac8,"耐久力＋７5
打撃、斬撃ダメージが２０％上昇
/c5※木工房の人形のみ装備可能/c3","Stamina +75
Striking, slashing damage increased by 20%
/c5* Equippable only by Tree Workshop mechs./c3",240,64,16,
opb/PartsDesc.opb,0x341c,0x1 0xacc,"　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。",　A special part used only at the Tree Workshop. Made from the wood of sacred tree that's a thousand years old.,240,64,16,
opb/PartsDesc.opb,0x345d,0x1 0xad8,千年滑車,Millennium Pulley,102,14,14,
opb/PartsDesc.opb,0x3466,0x1 0xadc,"耐久力＋１5０
打撃、斬撃ダメージが２5％上昇
/c5※木工房の人形のみ装備可能/c3","Stamina +150
Striking, slashing damage increased by 25%
/c5* Equippable only by Tree Workshop mechs./c3",240,64,16,
opb/PartsDesc.opb,0x34b7,0x1 0xae0,"　木工房でのみ使われる特殊な部品。樹
齢千年の神木から作られる。",　A special part used only at the Tree Workshop. Made from the wood of sacred tree that's a thousand years old.,240,64,16,
opb/PartsDesc.opb,0x34f8,0x1 0xaec,Ｖ１センサー,V1 Sensor,102,14,14,
opb/PartsDesc.opb,0x3505,0x1 0xaf0,獲得資金＋5％,Acquired funds +5%,240,64,16,
opb/PartsDesc.opb,0x3514,0x1 0xaf4,"　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。",　A type of metal detector. Useful for finding things such as recyclable parts.,240,64,16,
opb/PartsDesc.opb,0x3555,0x1 0xb00,Ｖ２センサー,V2 Sensor,102,14,14,
opb/PartsDesc.opb,0x3562,0x1 0xb04,獲得資金＋１０％,Acquired funds +10%,240,64,16,
opb/PartsDesc.opb,0x3573,0x1 0xb08,"　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。",　A type of metal detector. Useful for finding things such as recyclable parts.,240,64,16,
opb/PartsDesc.opb,0x35b4,0x1 0xb14,Ｖ３センサー,V3 Sensor,102,14,14,
opb/PartsDesc.opb,0x35c1,0x1 0xb18,獲得資金＋１5％,Acquired funds +15%,240,64,16,
opb/PartsDesc.opb,0x35d2,0x1 0xb1c,"　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。",　A type of metal detector. Useful for finding things such as recyclable parts.,240,64,16,
opb/PartsDesc.opb,0x3613,0x1 0xb28,Ｖ4センサー,V4 Sensor,102,14,14,
opb/PartsDesc.opb,0x3620,0x1 0xb2c,獲得資金＋２０％,Acquired funds +20%,240,64,16,
opb/PartsDesc.opb,0x3631,0x1 0xb30,"　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。",　A type of metal detector. Useful for finding things such as recyclable parts.,240,64,16,
opb/PartsDesc.opb,0x3672,0x1 0xb3c,Ｖ5センサー,V5 Sensor,102,14,14,
opb/PartsDesc.opb,0x367f,0x1 0xb40,獲得資金＋２5％,Acquired funds +25%,240,64,16,
opb/PartsDesc.opb,0x3690,0x1 0xb44,"　金属探知機の一種。リサイクル可能な
部品などを探すのに役立つ。",　A type of metal detector. Useful for finding things such as recyclable parts.,240,64,16,
opb/PartsDesc.opb,0x36d1,0x1 0xb50,ダブルシールド,Double Shield,102,14,14,
opb/PartsDesc.opb,0x36e0,0x1 0xb54,"ダメージを２回だけ無効にする
/c5※複数装備すると効果が複数回発揮/c3","Nullifies damage up to two times.
/c5* Equipping multiple units increases the number of uses./c3",240,64,16,
opb/PartsDesc.opb,0x3725,0x1 0xb58,"　ショック吸収装置。製造には希少素材
を多数必要とするため、あまり作られる
ことのない装置である。","　A shock absorber. It requires a large number of rare materials to create, so it's a piece of equipment that's not made often.",240,64,16,
opb/PartsDesc.opb,0x3788,0x1 0xb64,フロストギア,Frost Gear,102,14,14,
opb/PartsDesc.opb,0x3795,0x1 0xb68,"オーバーヒート時、一度だけ瞬間回復
/c5※複数装備すると効果が複数回発揮/c3","Upon overheating, recovers instantly one time only.
/c5* Equipping multiple units increases the number of uses./c3",240,64,16,
opb/PartsDesc.opb,0x37e0,0x1 0xb6c,"　強力な冷気を噴射して人形全体を瞬間
冷却する装置。製造には高い技術が必要
とされ、市場にはほとんど流通しない。","　A device that cools mechs instantly by spraying it with super-cold air. Producing it requires expensive technology, and it is not often put on the market.",240,64,16,
opb/PartsDesc.opb,0x3851,0x1 0xb78,黒車輪,Black Wheel,102,14,14,
opb/PartsDesc.opb,0x3858,0x1 0xb7c,車型の最高速度がアップ,Raises top speed of car forms.,240,64,16,
opb/PartsDesc.opb,0x386f,0x1 0xb80,　特殊な素材で作られたホイール。,　A wheel made from special materials.,240,64,16,
opb/PartsDesc.opb,0x3890,0x1 0xb8c,赤車輪,Red Wheel,102,14,14,
opb/PartsDesc.opb,0x3897,0x1 0xb90,"車型の最高速度がアップ
斬撃、打撃ダメージが１０％上昇","Raises top speed of car forms.
Increases striking, slashing damage by 10%",240,64,16,
opb/PartsDesc.opb,0x38ce,0x1 0xb94,　特殊な素材で作られたホイール。,　A wheel made from special materials.,240,64,16,
opb/PartsDesc.opb,0x38ef,0x1 0xba0,緑車輪,Green Wheel,102,14,14,
opb/PartsDesc.opb,0x38f6,0x1 0xba4,"車型の最高速度がアップ
耐久力＋4０","Raises top speed of car forms.
Stamina +40",240,64,16,
opb/PartsDesc.opb,0x391b,0x1 0xba8,　特殊な素材で作られたホイール。,　A wheel made from special materials.,240,64,16,
opb/PartsDesc.opb,0x393c,0x1 0xbb4,青車輪,Blue Wheel,102,14,14,
opb/PartsDesc.opb,0x3943,0x1 0xbb8,"車型の最高速度がアップ
オーバーヒート後の冷却時間を少し短縮","Raises top speed of car forms
Slightly shortens cooling time after overheating",240,64,16,
opb/PartsDesc.opb,0x3980,0x1 0xbbc,　特殊な素材で作られたホイール。,　A wheel made from special materials.,240,64,16,
opb/PartsDesc.opb,0x39a1,0x1 0xbc8,銀車輪,Silver Wheel,102,14,14,
opb/PartsDesc.opb,0x39a8,0x1 0xbcc,車型の最高速度が大きくアップ,Greatly increases top speed of car forms.,240,64,16,
opb/PartsDesc.opb,0x39c5,0x1 0xbd0,　特殊な素材で作られたホイール。,　A wheel made from special materials.,240,64,16,
opb/PartsDesc.opb,0x39e6,0x1 0xbdc,強化タイヤＡ,Reinforced Tire A,102,14,14,
opb/PartsDesc.opb,0x39f3,0x1 0xbe0,"タイヤのグリップ性能を微妙にアップ
耐久力＋３０","Very slightly increases tire grip.
Stamina +30",240,64,16,
opb/PartsDesc.opb,0x3a24,0x1 0xbe4,　高いグリップ性能を持つ特殊タイヤ。,　A special tire with high grip performance.,240,64,16,
opb/PartsDesc.opb,0x3a49,0x1 0xbf0,強化タイヤＢ,Reinforced Tire B,102,14,14,
opb/PartsDesc.opb,0x3a56,0x1 0xbf4,"タイヤのグリップ性能を少しアップ
投げつけダメージ＋２０％","Slightly increases tire grip.
Throwing damage +20%",240,64,16,
opb/PartsDesc.opb,0x3a91,0x1 0xbf8,　高いグリップ性能を持つ特殊タイヤ。,　A special tire with high grip performance.,240,64,16,
opb/PartsDesc.opb,0x3ab6,0x1 0xc04,強化タイヤＳ,Reinforced Tire S,102,14,14,
opb/PartsDesc.opb,0x3ac3,0x1 0xc08,"タイヤのグリップ性能をアップ
斬撃、打撃ダメージ＋１０％","Increases tire grip.
Increases striking, slashing damage by 10%",240,64,16,
opb/PartsDesc.opb,0x3afc,0x1 0xc0c,　高いグリップ性能を持つ特殊タイヤ。,　A special tire with high grip performance.,240,64,16,
opb/PartsDesc.opb,0x3b21,0x1 0xc18,ブルーオイル１,Blue Oil 1,102,14,14,
opb/PartsDesc.opb,0x3b30,0x1 0xc1c,整備頻度＋１（故障しにくくなる）,Maintenance frequency +1 (Breakdown becomes less likely.),240,64,16,
opb/PartsDesc.opb,0x3b51,0x1 0xc20,"　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。",　Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the mech's interior mechanisms from impact and heat.,240,64,16,'仙山' is a celestial mountain home to spirits/gods etc in Chinese Folklore. Feel free to swap it with a famous fictional land.
opb/PartsDesc.opb,0x3ba8,0x1 0xc2c,ブルーオイル２,Blue Oil 2,102,14,14,
opb/PartsDesc.opb,0x3bb7,0x1 0xc30,整備頻度＋２（故障しにくくなる）,Maintenance frequency +2 (Breakdown becomes less likely.),240,64,16,
opb/PartsDesc.opb,0x3bd8,0x1 0xc34,"　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。",　Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the mech's interior mechanisms from impact and heat.,240,64,16,
opb/PartsDesc.opb,0x3c2f,0x1 0xc40,ブルーオイル３,Blue Oil 3,102,14,14,
opb/PartsDesc.opb,0x3c3e,0x1 0xc44,整備頻度＋３（故障しにくくなる）,Maintenance frequency +3 (Breakdown becomes less likely.),240,64,16,
opb/PartsDesc.opb,0x3c5f,0x1 0xc48,"　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。",　Lubricating oil made from blue flowers that only bloom in the Elysian Fields. Protects the mech's interior mechanisms from impact and heat.,240,64,16,
opb/PartsDesc.opb,0x3cb6,0x1 0xc54,ブルーオイル4,Blue Oil 4,102,14,14,
opb/PartsDesc.opb,0x3cc5,0x1 0xc58,"整備頻度＋３
整備時間－１","Maintenance frequency +3
Maintenance time -1",240,64,16,
opb/PartsDesc.opb,0x3ce0,0x1 0xc5c,"　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。",　Lubricating oil made from blue flowers that only bloom in Narnia. Protects the mech's interior mechanisms from impact and heat.,240,64,16,
opb/PartsDesc.opb,0x3d37,0x1 0xc68,ブルーオイル5,Blue Oil 5,102,14,14,
opb/PartsDesc.opb,0x3d46,0x1 0xc6c,"整備頻度＋３
整備時間－２","Maintenance frequency +3
Maintenance time -2",240,64,16,
opb/PartsDesc.opb,0x3d61,0x1 0xc70,"　東方の仙山にのみ咲く青い花から作ら
れた潤滑油。人形内部の部品を衝撃や熱
から守る。",　Lubricating oil made from blue flowers that only bloom in Narnia. Protects the mech's interior mechanisms from impact and heat.,240,64,16,
opb/PartsDesc.opb,0x3db8,0x1 0xc7c,設計図０１＿Ａ,Blueprint 01_A,102,14,14,
opb/PartsDesc.opb,0x3dc7,0x1 0xc80,"ハットマンの設計図

/c5※製作には「設計図０１＿Ｂ」と
　３００Ｇの資金が必要/c3","Blueprints for the Hatman.
/c5* Requires {Blueprint 01_B} and 300 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x3e1a,0x1 0xc84,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x3eaf,0x1 0xc90,設計図０２＿Ａ,Blueprint 02_A,102,14,14,
opb/PartsDesc.opb,0x3ebe,0x1 0xc94,"アクトゥールの設計図

/c5※製作には「設計図０２＿Ｂ」と
　5００Ｇの資金が必要/c3","Blueprints for the Acteur.
/c5* Requires {Blueprint 02_B} and 500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x3f13,0x1 0xc98,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x3fa8,0x1 0xca4,設計図０３＿Ａ,Blueprint 03_A,102,14,14,
opb/PartsDesc.opb,0x3fb7,0x1 0xca8,"人形風車リルゼットの設計図

/c5※製作には「設計図０３＿Ｂ」と
　６００Ｇの資金が必要/c3","Blueprints for the Windmill Mech Lilisette.
/c5* Requires {Blueprint 03_B} and 600 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4012,0x1 0xcac,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x40a7,0x1 0xcb8,設計図０4＿Ａ,Blueprint 04_A,102,14,14,
opb/PartsDesc.opb,0x40b6,0x1 0xcbc,"マイマイ人形マノンの設計図

/c5※製作には「設計図０4＿Ｂ」と
　８００Ｇの資金が必要/c3","Blueprints for the Snail Mech Manon.
/c5* Requires {Blueprint 04_B} and 800 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4111,0x1 0xcc0,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x41a6,0x1 0xccc,設計図０5＿Ａ,Blueprint 05_A,102,14,14,
opb/PartsDesc.opb,0x41b5,0x1 0xcd0,"人形船タイタス号の設計図

/c5※製作には「設計図０5＿Ｂ」と
　１０００Ｇの資金が必要/c3","Blueprints for the Ship Mech S.S. Titus.
/c5* Requires {Blueprint 05_B} and 1000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4210,0x1 0xcd4,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x42a5,0x1 0xce0,設計図０６＿Ａ,Blueprint 06_A,102,14,14,
opb/PartsDesc.opb,0x42b4,0x1 0xce4,"大砲人形パットンの設計図

/c5※製作には「設計図０６＿Ｂ」と
　１８００Ｇの資金が必要/c3","Blueprints for the Artillery Mech Patton.
/c5* Requires {Blueprint 06_B} and 1800 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x430f,0x1 0xce8,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x43a4,0x1 0xcf4,設計図０７＿Ａ,Blueprint 07_A,102,14,14,
opb/PartsDesc.opb,0x43b3,0x1 0xcf8,"核撃人形アトロスの設計図

/c5※製作には「設計図０７＿Ｂ」と
　１００００Ｇの資金が必要/c3","Blueprints for the Nuclear Mech Atros.
/c5* Requires {Blueprint 07_B} and 10000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4410,0x1 0xcfc,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x44a5,0x1 0xd08,設計図０８＿Ａ,Blueprint 08_A,102,14,14,
opb/PartsDesc.opb,0x44b4,0x1 0xd0c,"人形風車リルガノの設計図

/c5※製作には「設計図０８＿Ｂ」と
　１７０００Ｇの資金が必要/c3","Blueprints for the Windmill Mech Liligano.
/c5* Requires {Blueprint 08_B} and 17000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4511,0x1 0xd10,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x45a6,0x1 0xd1c,設計図０９＿Ａ,Blueprint 09_A,102,14,14,
opb/PartsDesc.opb,0x45b5,0x1 0xd20,"人形騎士ジェイオンの設計図

/c5※製作には「設計図０９＿Ｂ」と
　１２０００Ｇの資金が必要/c3","Blueprints for the Knight Mech Jeion.
/c5* Requires {Blueprint 09_B} and 12000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4614,0x1 0xd24,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x46a9,0x1 0xd30,設計図１０＿Ａ,Blueprint 10_A,102,14,14,
opb/PartsDesc.opb,0x46b8,0x1 0xd34,"魔槍人形ハーデンの設計図

/c5※製作には「設計図１０＿Ｂ」と
　１９０００Ｇの資金が必要/c3","Blueprints for the Demonic Lancer Mech Halden.
/c5* Requires {Blueprint 10_B} and 19000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4715,0x1 0xd38,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x47aa,0x1 0xd44,設計図１１＿Ａ,Blueprint 11_A,102,14,14,
opb/PartsDesc.opb,0x47b9,0x1 0xd48,"人形重機ダンヴァー２の設計図

/c5※製作には「設計図１１＿Ｂ」と
　１００００Ｇの資金が必要/c3","Blueprints for the HM Mech Dumver-2.
/c5* Requires {Blueprint 11_B} and 10000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x481a,0x1 0xd4c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x48af,0x1 0xd58,設計図１２＿Ａ,Blueprint 12_A,102,14,14,
opb/PartsDesc.opb,0x48be,0x1 0xd5c,"人形重機ローザー２の設計図

/c5※製作には「設計図１２＿Ｂ」と
　１３０００Ｇの資金が必要/c3","Blueprints for the HM Mech Rosa-2.
/c5* Requires {Blueprint 12_B} and 13000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x491d,0x1 0xd60,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x49b2,0x1 0xd6c,設計図１３＿Ａ,Blueprint 13_A,102,14,14,
opb/PartsDesc.opb,0x49c1,0x1 0xd70,"人形重機ルクサー改の設計図

/c5※製作には「設計図１３＿Ｂ」と
　１６０００Ｇの資金が必要/c3","Blueprints for the HM Mech Nu-Luxer.
/c5* Requires {Blueprint 13_B} and 16000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4a20,0x1 0xd74,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x4ab5,0x1 0xd80,設計図１4＿Ａ,Blueprint 14_A,102,14,14,
opb/PartsDesc.opb,0x4ac4,0x1 0xd84,"ショベル人形ザンベルの設計図

/c5※製作には「設計図１4＿Ｂ」と
　１９０００Ｇの資金が必要/c3","Blueprints for the Shovel Mech Lamvel.
/c5* Requires {Blueprint 14_B} and 19000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4b25,0x1 0xd88,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x4bba,0x1 0xd94,設計図１5＿Ａ,Blueprint 15_A,102,14,14,
opb/PartsDesc.opb,0x4bc9,0x1 0xd98,"重砲人形ガレーン改の設計図

/c5※製作には「設計図１5＿Ｂ」と
　２２０００Ｇの資金が必要/c3","Blueprints for the Ordnance Mech Nu-Galeen.
/c5* Requires {Blueprint 15_B} and 22000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4c28,0x1 0xd9c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x4cbd,0x1 0xda8,設計図１６＿Ａ,Blueprint 16_A,102,14,14,
opb/PartsDesc.opb,0x4ccc,0x1 0xdac,"人形甲虫フェンシル２の設計図

/c5※製作には「設計図１６＿Ｂ」と
　１６０００Ｇの資金が必要/c3","Blueprints for the Mech Beetle Fensil-2.
/c5* Requires {Blueprint 16_B} and 16000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4d2d,0x1 0xdb0,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x4dc2,0x1 0xdbc,設計図１７＿Ａ,Blueprint 17_A,102,14,14,
opb/PartsDesc.opb,0x4dd1,0x1 0xdc0,"裂空剣豪シンライの設計図

/c5※製作には「設計図１７＿Ｂ」と
　１８０００Ｇの資金が必要/c3","Blueprints for the Sky Splitting Swordsman Shinrai.
/c5* Requires {Blueprint 17_B} and 18000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4e2e,0x1 0xdc4,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x4ec3,0x1 0xdd0,設計図１８＿Ａ,Blueprint 18_A,102,14,14,
opb/PartsDesc.opb,0x4ed2,0x1 0xdd4,"弩弓人形ヒュオンの設計図

/c5※製作には「設計図１８＿Ｂ」と
　１７5００Ｇの資金が必要/c3","Blueprints for the Crossbow Mech Hyuon.
/c5* Requires {Blueprint 18_B} and 17500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x4f2f,0x1 0xdd8,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x4fc4,0x1 0xde4,設計図１９＿Ａ,Blueprint 19_A,102,14,14,
opb/PartsDesc.opb,0x4fd3,0x1 0xde8,"投刃人形エルメランの設計図

/c5※製作には「設計図１９＿Ｂ」と
　１45００Ｇの資金が必要/c3","Blueprints for the Knife Throwing Mech Elmerang.
/c5* Requires {Blueprint 19_B} and 14500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5032,0x1 0xdec,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x50c7,0x1 0xdf8,設計図２０＿Ａ,Blueprint 20_A,102,14,14,
opb/PartsDesc.opb,0x50d6,0x1 0xdfc,"長銃人形ランボルト改の設計図

/c5※製作には「設計図２０＿Ｂ」と
　１３０００Ｇの資金が必要/c3","Blueprints for the Rifle Mech Nu-Lambolt.
/c5* Requires {Blueprint 20_B} and 13000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x5137,0x1 0xe00,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x51cc,0x1 0xe0c,設計図２１＿Ａ,Blueprint 21_A,102,14,14,
