File,Offset,Pointers,Japanese,English,width,height,lineheight,,
RoboDesc.opb,0x4454,0x1 0x9e4,"　長槍人形の最終
型。槍の破壊力が
極限まで強化され
た。",　The final version of the Lancer Mech. The destructive power of it's lance has been pushed to it's very limit.,114,176,16,,
RoboDesc.opb,0x448f,0x1 0x9e8,"/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：十文字型レ
バーで槍を振る。
回転レバーを回す
と広範囲をなぎ払
う槍風車。ボタン
でスピナーショッ
ト。","/c5Car/c3:
  The lever controls speed, and the wheel steers.
/c5Human Form/c3:
  Cross lever: Swings the lance.
  Spinner: Spins the lance.
  Button: Spinner Shot.",114,176,16,,
RoboDesc.opb,0x4556,0x1 0xa00,双棍人形プロトダイガ,Twin Mace Mech Protodaiga,-1,-1,16,,
RoboDesc.opb,0x456b,0x1 0xa04,双棍人形プロトダイガ,|Twin Mace Mech Protodaiga,124,16,16,,
RoboDesc.opb,0x4580,0x1 0xa10,"　輪工房が開発し
た最新型人形。ま
だ試作段階だが、
それでもガウス以
上の性能を持つ。
　太鼓のバチのよ
うな/c5二本のメイス/c3
を持ち、連打で戦
う。車形態は３輪
のため、やや安定
に欠けるのが欠点。","　The Wheel Workshops' latest production. It is still a prototype, yet already performs better than Gauss.
　With two drumstick-like /c5maces/c3, it can lash out with a barrage of attacks. Because it's car form only has 3 wheels, it has the drawback of lacking some stability.",114,176,16,,
RoboDesc.opb,0x464d,0x1 0xa14,"/c5車/c3：アクセルレバ
ーとハンドルで運
転。
/c5人型/c3：回転レバー
を回し続けるとス
ピンショット。右
上のカバーを破り
ボタンを押すと、
武器を投げる最後
の技/c5ストライク・
バニッシャー/c3。","/c5Car/c3: Drive with the lever and wheel.
/c5Human Form/c3:
  Spinner: Continuously turn for a Spin Shot.
  Top-right button: Break cover and push to do the Strike Banisher. You'll lose your weapons.",114,176,16,,
RoboDesc.opb,0x4716,0x1 0xa2c,双棍人形ダイガー,Twin Mace Mech Daiger,-1,-1,16,,
RoboDesc.opb,0x4727,0x1 0xa30,双棍人形ダイガー,|Twin Mace Mech Daiger,124,16,16,,
RoboDesc.opb,0x4738,0x1 0xa3c,"　双棍人形の完成
型。あらゆる性能
が向上しているが、
特に、武器を投げ
る超兵器Ｓバニッ
シャーが強化され
ている。直撃させ
れば、一撃で敵を
倒すことも可能だ
ろう。","　A perfected version of the Twin Mace Mech. It's performance has been improved all-round. Most noticeably, the mace tossing Super Weapon S-Vanisher has been enhanced, gaining the ability to defeat an enemy in a single blow when landing a direct hit.",114,176,16,,
RoboDesc.opb,0x47e3,0x1 0xa40,"/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：回転レバー
を回し続けるとス
ピンショット。右
上のカバーを破り
ボタンを押すと、
/c5超兵器ストライク
バニッシャー/c3。","/c5Car/c3: Drive with the lever and wheel.
/c5Human Form/c3:
  Spinner: Continuously turn for a Spin Shot.
  Top-right button: Break cover and push to do the Strike Vanisher. You'll lose your weapons.",114,176,16,,
RoboDesc.opb,0x48ba,0x1 0xa58,双棍人形ダイガー２,Twin Mace Mech Daiger-2,-1,-1,16,,
RoboDesc.opb,0x48cd,0x1 0xa5c,双棍人形ダイガー２,|Twin Mace Mech Daiger-2,124,16,16,,
RoboDesc.opb,0x48e0,0x1 0xa68,"　双棍人形の最終
型。性能が極限ま
で高まり、近接戦
闘では無敵の強さ
を発揮する。","　The final version of the Twin Mace Mech. With it's performance stretched to the limits, it demonstrates an unrivalled adeptness for close combat.",114,176,16,,
RoboDesc.opb,0x4935,0x1 0xa6c,"/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：回転レバー
を回し続けるとス
ピンショット。右
上のカバーを破り
ボタンを押すと、
/c5超兵器ストライク
バニッシャー/c3。","/c5Car/c3: Drive with the lever and wheel.
/c5Human Form/c3:
  Spinner: Continuously turn for a Spin Shot.
  Top-right button: Break cover and push to do the Strike Vanisher. You'll lose your weapons.",114,176,16,,
RoboDesc.opb,0x4a0c,0x1 0xa84,人形武者ガウス,Warrior Mech Gauss,-1,-1,16,,
RoboDesc.opb,0x4a1b,0x1 0xa88,人形武者ガウス,|Warrior Mech Gauss,124,16,16,,
RoboDesc.opb,0x4a2a,0x1 0xa94,"　昨年度の最優秀
人形賞を受賞した
傑作。車への変形
機構を持ち、人形
形態では/c5魔刀ファ
ルシス/c3を操る。世
界中の人形師が、
ガウスを手に入れ
ることを夢見てい
るといってよい。","　A masterpiece that received last year's Finest Mech Award. It has a special mechanism allowing it to transform into a car. In mech-mode, it can swing the /c5Magic Sword Farsys/c3. It's said that Puppeteers from all across the globe dream of owning one.",114,176,16,,
RoboDesc.opb,0x4ae3,0x1 0xa98,"/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下で減速。
ハンドルでターン。
/c5人型/c3：右側の十文
字型レバーで剣を
振る。回転レバー
を回し続けると、
剣に妖気が宿る。
ボタンで、/c5超兵器
ヴォルテクス/c3。","/c5Car/c3: Accelerate with the lever and turn with the wheel.
/c5Human Form/c3:
 Right cross lever: Swings the sword.
 Spinner: Continually turn to activate the Unearthly Sword.
 Button: /c5Super Weapon Vortex/c3.",114,176,16,,
RoboDesc.opb,0x4bba,0x1 0xab0,人形武者ガロス,Warrior Mech Galoss,-1,-1,16,,
RoboDesc.opb,0x4bc9,0x1 0xab4,人形武者ガロス,|Warrior Mech Galoss,124,16,16,,
RoboDesc.opb,0x4bd8,0x1 0xac0,"　ガウスの強化型。
さまざまな性能が
飛躍的に向上。
　特に超兵器ヴォ
ルテクスを強化。
発射回数が減少し
たが、その分、威
力が格段に増した。
　製作には、多く
の工房が協力して
いる。","　An enhanced version of Gauss. It's received a wide range of performance upgrades.
　In particular, the Super Weapon Vortex has been improved. The number of shots it can fire was reduced, but it's strength has significantly increased.
　Several Workshops collaborated in it's manufacture.",114,176,16,,
RoboDesc.opb,0x4c95,0x1 0xac4,"/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下で減速。
ハンドルでターン。
/c5人型/c3：右側の十文
字型レバーで剣を
振る。回転レバー
を回し続けると、
剣に妖気が宿る。
ボタンで、/c5超兵器
ヴォルテクス/c3。","/c5Car/c3: Accelerate with the lever and turn with the wheel.
/c5Human Form/c3:
 Right cross lever: Swings the sword.
 Spinner: Continually turn to activate the Unearthly Sword.
 Button: /c5Super Weapon Vortex/c3.",114,176,16,,
RoboDesc.opb,0x4d6c,0x1 0xadc,人形武者ガウロス,Warrior Mech Gauloss,-1,-1,16,,
RoboDesc.opb,0x4d7d,0x1 0xae0,人形武者ガウロス,|Warrior Mech Gauloss,124,16,16,,
RoboDesc.opb,0x4d8e,0x1 0xaec,"　ガウスシリーズ
の完成形。
　新たな機能とし
て、前方への/c5ダッ
シュジャンプ/c3が追
加された。跳躍中
でも剣を振ること
ができるため、前
進しながら攻撃を
おこなうことが可
能となった。","　The final release of the Gauss Series.
　A new feature, the /c5Dash Jump/c3 has been added. The sword can still be used whilst dashing, allowing it to continue attacking whilst advancing forwards.",114,176,16,,
RoboDesc.opb,0x4e4f,0x1 0xaf0,"　コクピット中央
に新たなレバーが
追加された。
　レバーを下に引
いてから離すと、
前方へダッシュジ
ャンプ。ダッシュ
中も剣を振ること
が可能。","  A new lever has been added in the middle of the cockpit.
  Lever: Pull down and release to perform a Dash Jump forwards. It's possible to use the sword while dashing.",114,176,16,,
RoboDesc.opb,0x4ee4,0x1 0xb08,人形獣ゴウラ,Mech Beast Goura,-1,-1,16,,
RoboDesc.opb,0x4ef1,0x1 0xb0c,人形獣ゴウラ,Mech Beast Goura,124,16,16,,
RoboDesc.opb,0x4efe,0x1 0xb18,"　見た目は奇抜だ
が、非常に高いパ
ワーを持つ高性能
人形である。
　大きな腕で大地
を叩き、/c5衝撃波/c3を
発生させる。
　また、大型ミサ
イル“/c5ジャングル
バード/c3”を搭載し
ている。","　Although the appearance may be strange, it's a high-performance mech possessing extraordinary power.
　Hitting the ground with it's hefty arms sends /c5shock waves/c3 bursting forwards.
　In addition, large {/c5Jungle Bird/c4} missiles are equipped.",114,176,16,,
RoboDesc.opb,0x4fbf,0x1 0xb1c,"/c5タンク/c3：レバーを
下まで引き、放す
と、キャノン発射。
/c5ゴリラ型/c3：ミサイ
ルの部品を動かし、
発射口にはめ込む。
完成したら、ボタ
ンを押すと発射。
右のレバーを上ま
で動かして放すと
ビーストソニック。","/c5Tank/c3: Pull and release the lever to launch the cannon.
/c5Gorilla Form/c3: Insert the missile parts into the launch port, then push the button to fire.
  Right lever: Pull and release to do a Beast Sonic.",114,176,16,,
RoboDesc.opb,0x5098,0x1 0xb34,人形獣ゴウラン,Mech Beast Gouran,-1,-1,16,,
RoboDesc.opb,0x50a7,0x1 0xb38,人形獣ゴウラン,|Mech Beast Gouran,124,16,16,,
RoboDesc.opb,0x50b6,0x1 0xb44,"　人形獣の改良型。
大型ミサイル・ジ
ャングルバードが
重点的に強化され、
恐ろしいほどの破
壊力となった。","　An enhanced version of the Beast Mech. The main focus of the improvements was the large Jungle Bird Missiles, which have now been reinforced to hold a tremendously destructive power.",114,176,16,,
RoboDesc.opb,0x5123,0x1 0xb48,"/c5タンク/c3：レバーを
下まで引き、放す
と、キャノン発射。
/c5ゴリラ型/c3：ミサイ
ルの部品を動かし、
発射口にはめ込む。
完成したら、ボタ
ンを押すと発射。
右のレバーを上ま
で動かして放すと
ビーストソニック。","/c5Tank/c3: Pull and release the lever to launch the cannon.
/c5Gorilla Form/c3: Insert the missile parts into the launch port, then push the button to fire.
  Right lever: Pull and release to do a Beast Sonic.",114,176,16,,
RoboDesc.opb,0x51fc,0x1 0xb60,人形獣ゴウレス,Mech Beast Goures,-1,-1,16,,
RoboDesc.opb,0x520b,0x1 0xb64,人形獣ゴウレス,|Mech Beast Goures,124,16,16,,
RoboDesc.opb,0x521a,0x1 0xb70,"　人形獣の最終型。
あらゆる性能が飛
躍的に向上してい
る。",The final version of the Beast Mech. It's performance has been dramatically improved all-round.,114,176,16,,
RoboDesc.opb,0x5257,0x1 0xb74,"/c5タンク/c3：レバーを
下まで引き、放す
と、キャノン発射。
/c5ゴリラ型/c3：ミサイ
ルの部品を動かし、
発射口にはめ込む。
完成したら、ボタ
ンを押すと発射。
右のレバーを上ま
で動かして放すと
ビーストソニック。","/c5Tank/c3: Pull and release the lever to launch the cannon.
/c5Gorilla Form/c3: Insert the missile parts into the launch port, then push the button to fire.
  Right lever: Pull and release to do a Beast Sonic.",114,176,16,,
RoboDesc.opb,0x5330,0x1 0xb8c,弩弓人形ヒューン,Crossbow Mech Hyun,-1,-1,16,,
RoboDesc.opb,0x5341,0x1 0xb90,弩弓人形ヒューン,|Crossbow Mech Hyun,124,16,16,,
RoboDesc.opb,0x5352,0x1 0xb9c,"　/c5クロスボウ/c3を持
ち、変形機構もそ
なえた高性能人形。
/c7※変形可能回数３/c3
クロスボウの弦を
引くには強い力が
必要なため、回転
式の巻き取り機を
使って弓を引く。
弓系人形の中では、
最高の威力を持つ。","　Equipped with a /c5crossbow/c3 and a special mechanism for transforming, it's a high-performance mech. /c7*The number of times it can transform is limited to 3/c3, Enormous force is required to draw the crossbow string, which must be wound-up by rotating it before use, It is the mightiest of the Bow Mechs.",114,176,16,,
RoboDesc.opb,0x5429,0x1 0xba0,"　回転式の巻き取
り機を回すことで
弓を引く。弓を限
界まで引くと、ロ
ックされ、その後
発射トリガーを引
くことで発射。
　右下のボタンで
/c5超兵器“雷光”/c3を
装填する。
/c7※変形可能回数３/c3","  Rotary winder: Turn to draw the bowstring. Once the bow locks, fire by pulling the firing trigger.
  Lower-right button: Press to load the /c5Super Weapon {Thunder Ray}/c3.
/c7*Transformation Limit: 3/c3",114,176,16,,
RoboDesc.opb,0x54f2,0x1 0xbb8,弩弓人形ヒュオン,Crossbow Mech Hyuon,-1,-1,16,,
RoboDesc.opb,0x5503,0x1 0xbbc,弩弓人形ヒュオン,|Crossbow Mech Hyuon,124,16,16,,
RoboDesc.opb,0x5514,0x1 0xbc8,"　弩弓人形の強化
型。特殊矢の搭載
数が増え、戦闘能
力が強化されてい
る。","　An enhanced version of the Crossbow Mech. It has been equipped with a larger number of special arrows, and it's combat abilities have been improved.",114,176,16,,
RoboDesc.opb,0x5561,0x1 0xbcc,"　回転式の巻き取
り機を回すことで
弓を引く。弓を限
界まで引くと、ロ
ックされ、その後
発射トリガーを引
くことで発射。
　右下のボタンで
/c5超兵器“雷鳥”/c3を
装填する。
/c7※変形可能回数３/c3","  Rotary winder: Turn to draw the bowstring. Once the bow locks, fire by pulling the firing trigger.
  Lower-right button: Press to load the /c5Super Weapon {Thunder Bird}/c3.
/c7*Transformation Limit: 3/c3",114,176,16,,
RoboDesc.opb,0x562a,0x1 0xbe4,弩弓人形ヘリオン,Crossbow Mech Hellion,-1,-1,16,,
RoboDesc.opb,0x563b,0x1 0xbe8,弩弓人形ヘリオン,|Crossbow Mech Hellion,124,16,16,,
RoboDesc.opb,0x564c,0x1 0xbf4,"　弩弓人形の最終
型。特殊矢の搭載
数がさらに増え、
極限の戦闘力を有
するようになった。","　The final version of the Crossbow Mech. The number of special arrows equipped has been increased further, and it's combat abilities have reached their full potential.",114,176,16,,
RoboDesc.opb,0x56a7,0x1 0xbf8,"　回転式の巻き取
り機を回すことで
弓を引く。弓を限
界まで引くと、ロ
ックされ、その後
発射トリガーを引
くことで発射。
　右下のボタンで
/c5超兵器“雷鳴”/c3を
装填する。
/c7※変形可能回数３/c3","  Rotary winder: Turn to draw the bowstring. Once the bow locks, fire by pulling the firing trigger.
  Lower-right button: Press to load the /c5Super Weapon {Thunder Cry}/c3.
/c7*Transformation Limit: 3/c3",114,176,16,,
RoboDesc.opb,0x5770,0x1 0xc10,人形神,Mech God,-1,-1,16,,
RoboDesc.opb,0x5777,0x1 0xc14,人形神,|Mech God,124,16,16,!,
RoboDesc.opb,0x577e,0x2 0xc20 0xc24,"　人形都市が生み
出した最強最高の
自律人形。高い知
能を備え、もはや
高度な生命体とい
えるほどの存在と
なった。次元と空
間を自在に操り、
異次元空間を行き
来するほどの力が
ある。","　The strongest and most supreme autonomous mech ever created by the Mech City. Armed with a large intelligence, it's a being that could even be called an advanced form of life. It can manipulate time and space at will, and has the power to waltz from one dimension to the next.",114,176,16,,
RoboDesc.opb,0x5839,0x1 0xc3c,超電磁人形ゼスターＡ,Super-Elemagnetic Zester-A,-1,-1,16,! 103,Removed 'mech' from the name to hopefully make this fit.
RoboDesc.opb,0x584e,0x1 0xc40,超電磁人形ゼスターＡ,|Super-Elemagnetic Zester-A,124,16,16,,
RoboDesc.opb,0x5863,0x1 0xc4c,"　特工房の最高傑
作。とてつもない
攻撃力を有する超
人形。ゼストマシ
ンからゼスターロ
ボへと変形する。
　頭部から/c5ゼスト
ブラスター/c3。胸か
ら/c5ゼスタービーム/c3。
必殺技は/c5超兵器ゼ
スターパンチ/c3。","　The Special Workshop's masterpiece. Armed with outrageously powerful attacks, it's a super-mech. It transforms from Zest Machine into Zest Robo.
　It fires the /c5Zester Blaster/c3 from it's head, and the /Zester Beam/c3 from the chest. It also features a special move, the /c5Super Weapon Zester Punch/c3,",114,176,16,,
RoboDesc.opb,0x593a,0x1 0xc50,"/c5マシン/c3：スイッチ
で走る／止まる。
ハンドルでターン。
/c5ロボ/c3：４つのスイ
ッチのうち、同時
に２つしかオンに
できない。３つ以
上オンにした場合、
安全装置が作動し、
全機能が停止。ブ
レーカーで再起動。","/c5Machine/c3: Stop and go with the switch, and turn with the wheel.
/c5Robo/c3: Only two of the four switches can be on at once. If three or more are turned on, the safety interlock will halt all functions. Use the breaker to reset.",114,176,16,,
RoboDesc.opb,0x5a13,0x1 0xc68,ブラック・ゼスター,Black Zester,-1,-1,16,,
RoboDesc.opb,0x5a26,0x1 0xc6c,ブラック・ゼスター,|Black Zester,124,16,16,,
RoboDesc.opb,0x5a39,0x1 0xc78,"　限定生産された
ゼスターＡのブラ
ックバージョン。
カラーだけでなく、
性能も大幅に向上
している。特に超
兵器ゼスターパン
チの破壊力が劇的
に向上した。
　一部のマニアに
高い人気がある。","　A limited edition black version of the Zester-A. Not only has the colour changed, but it's overall performance has been drastically improved. In particular, the Super Weapon Zester Punch has undergone a substantial upgrade.
　This edition sparked a craze and is highly popular.",114,176,16,,
RoboDesc.opb,0x5afc,0x1 0xc7c,"/c5マシン/c3：スイッチ
で走る／止まる。
ハンドルでターン。
/c5ロボ/c3：４つのスイ
ッチのうち、同時
に２つしかオンに
できない。３つ以
上オンにした場合、
安全装置が作動し、
全機能が停止。ブ
レーカーで再起動。","/c5Machine/c3: Stop and go with the switch, and turn with the wheel.
/c5Robo/c3: Only two of the four switches can be on at once. If three or more are turned on, the safety interlock will halt all functions. Use the breaker to reset.",114,176,16,,
RoboDesc.opb,0x5bd5,0x1 0xc94,超人形ダイゼスター,Super-Mech Daizester,-1,-1,16,,
RoboDesc.opb,0x5be8,0x1 0xc98,超人形ダイゼスター,|Super-Mech Daizester,124,16,16,,
RoboDesc.opb,0x5bfb,0x1 0xca4,"　高まる人気に後
押しされるかたち
で開発が進められ
た究極のゼスター。
　各機能が極限ま
で強化されている。
　子供にも人気が
あり、特工房では
玩具“完全変形Ｄ
Ｘダイゼスター”
の発売も予定。","　Boosted by its high popularity led to the development of the ultimate Zester.
　Each of it's functions have been maximised for efficiency,
　It's also been popular with children, so the Special Workshop are planning to launch a toy called the {DX Daizester Transformer}.",114,176,16,,
RoboDesc.opb,0x5cc2,0x1 0xca8,"/c5マシン/c3：スイッチ
で走る／止まる。
ハンドルでターン。
/c5ロボ/c3：４つのスイ
ッチのうち、同時
に２つしかオンに
できない。３つ以
上オンにした場合、
安全装置が作動し、
全機能が停止。ブ
レーカーで再起動。","/c5Machine/c3: Stop and go with the switch, and turn with the wheel.
/c5Robo/c3: Only two of the four switches can be on at once. If three or more are turned on, the safety interlock will halt all functions. Use the breaker to reset.",114,176,16,,
RoboDesc.opb,0x5d9b,0x1 0xcc0,遺跡の巨人オーダン,Ruins Giant Ordan,-1,-1,16,,
RoboDesc.opb,0x5dae,0x1 0xcc4,遺跡の巨人オーダン,|Ruins Giant Ordan,124,16,16,,
RoboDesc.opb,0x5dc1,0x2 0xcd0 0xcd4,"　古代遺跡を守る
謎の巨人。遺跡の
守り神といわれて
いるが詳しいこと
はわかっていない。
　異次元からやっ
てきた異形の神に
滅ぼされたという
超古代文明に関係
しているという説
もあるが……。","　A mysterious giant guarding the ancient ruins. It's said to be the guardian deity of the ruins, but isn't fully understood.
　There is another theory that it's related to a prehistoric civilisation overthrown by a grotesque God who came from another dimension,,. ",114,176,16,,
RoboDesc.opb,0x5e86,0x1 0xcec,遺跡の邪神,Evil God of the Ruins,-1,-1,16,,
RoboDesc.opb,0x5e91,0x3 0xcf0 0xcfc 0xd00,遺跡の邪神,|Evil God of the Ruins,124,16,16,,
RoboDesc.opb,0x5e9c,0x1 0xd18,ドッグドラック,Dog Truck,-1,-1,16,,
RoboDesc.opb,0x5eab,0x3 0xd1c 0xd28 0xd2c,ドッグトラック,|Dog Truck,124,16,16,,
RoboDesc.opb,0x5eba,0x1 0xd44,ドリル人形テレスト,Drill Mech Terrest,-1,-1,16,,
RoboDesc.opb,0x5ecd,0x1 0xd48,ドリル人形テレスト,|Drill Mech Terrest,124,16,16,,
RoboDesc.opb,0x5ee0,0x1 0xd54,"　/c5ドリル/c3を持つ人
形。地底戦車のよ
うな外観だが、実
際には地上での作
業用であるため、
地中に潜ることは
できない。とはい
え、ドリルを回転
させた時の破壊力
は絶大。/c5ドリルミ
サイル/c3も搭載。","　A mech equipped with /c5drills/c3. It has the appearance of a subterrene drill tank, but it was actually created for working on the surface and cannot tunnel underground. However, when the drills are spinning, they possess a huge destructive power. /c5Drill Missiles/c3 have also been installed.",114,176,16,,
RoboDesc.opb,0x5faf,0x1 0xd58,"/c5ドリル戦車/c3：回転
レバーを回すとド
リル回転。
/c5人型/c3：ダイヤルで
ドリル回転。中央
の２つのボタンは、
/c5超兵器ドリルミサ
イル/c3発射準備用。
１～５のボタンを
順番に押すと発射。
赤いボタンは/c5自爆/c3。","/c5Drill Tank/c3: Spin the drill with the spinner.
/c5Human Form/c3:
  Dial: Spins drill.
  Middle two buttons: /c5Super Weapon Drill Missile/c3. Push 1-5 in order to fire.
  Red button: /c5Self-destruct/c3.",114,176,16,,
RoboDesc.opb,0x608c,0x1 0xd70,ドリル人形テレスト２,Drill Mech Terrest-2,-1,-1,16,,
RoboDesc.opb,0x60a1,0x1 0xd74,ドリル人形テレスト２,|Drill Mech Terrest-2,124,16,16,,
RoboDesc.opb,0x60b6,0x1 0xd80,"　ドリル人形の強
化型。超兵器ドリ
ルミサイルのダメ
ージが劇的に上昇。
必殺の破壊力を持
つ武器となった。","　An enhanced version of the Drill Mech. The damage inflicted by the Super Weapon Drill Missiles has risen dramatically, making it a deadly weapon.",114,176,16,,
RoboDesc.opb,0x6123,0x1 0xd84,"/c5ドリル戦車/c3：回転
レバーを回すとド
リル回転。
/c5人型/c3：ダイヤルで
ドリル回転。中央
の２つのボタンは、
/c5超兵器ドリルミサ
イル/c3発射準備用。
１～５のボタンを
順番に押すと発射。
赤いボタンは/c5自爆/c3。","/c5Drill Tank/c3: Spin the drill with the spinner.
/c5Human Form/c3:
  Dial: Spins drill.
  Middle two buttons: /c5Super Weapon Drill Missile/c3. Push 1-5 in order to fire.
  Red button: /c5Self-destruct/c3.",114,176,16,,
RoboDesc.opb,0x6200,0x1 0xd9c,ドリル人形テレスト３,Drill Mech Terrest-3,-1,-1,16,,
RoboDesc.opb,0x6215,0x1 0xda0,ドリル人形テレスト３,|Drill Mech Terrest-3,124,16,16,,
RoboDesc.opb,0x622a,0x1 0xdac,"　ドリル人形の最
終形。全性能が大
きく向上している。",The final version of the Drill Mech. It's performance has been greatly improved all-round.,114,176,16,,
RoboDesc.opb,0x6261,0x1 0xdb0,"/c5ドリル戦車/c3：回転
レバーを回すとド
リル回転。
/c5人型/c3：ダイヤルで
ドリル回転。中央
の２つのボタンは、
/c5超兵器ドリルミサ
イル/c3発射準備用。
１～５のボタンを
順番に押すと発射。
赤いボタンは/c5自爆/c3。","/c5Drill Tank/c3: Spin the drill with the spinner.
/c5Human Form/c3:
  Dial: Spins drill.
  Middle two buttons: /c5Super Weapon Drill Missile/c3. Push 1-5 in order to fire.
  Red button: /c5Self-destruct/c3.",114,176,16,,
RoboDesc.opb,0x633e,0x1 0xdc8,人形重機ダンヴァー,HM Mech Dumver,-1,-1,16,,
RoboDesc.opb,0x6351,0x1 0xdcc,人形重機ダンヴァー,|HM Mech Dumver,124,16,16,,
RoboDesc.opb,0x6364,0x1 0xdd8,"　ダンプカー型の
人形。非常に/c5高い
パワー/c3を持ち、人
型へも変形できる。
　作業用の人形だ
が、オートマンと
の戦闘を想定し、
火器も搭載。剣の
ような武具は持た
ないが、パンチの
連打は絶大な威力。","　A Dump Truck type mech. It is /c5extremely powerful/c3 and can also transform into a humanoid form. 
　Although it's a mech made for industrial use, it is also equipped with firearms in case of an Automan attack. It does not have a weapon such as a sword or armour, but it's punches are immensely strong.",114,176,16,,
RoboDesc.opb,0x6433,0x1 0xddc,"/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下に下げる
と減速する。ハン
ドルで方向転換。
/c5人型/c3：コクピット
右側のレバーで腕
を動かす。円形の
回転レバーを回す
と必殺のサイクロ
ンパンチ。","/c5Car/c3: Control speed by moving the lever up and down. Steer with the wheel.
/c5Human Form/c3:
  Right lever: Move the arms.
  Circular spinner: Turn to unleash a deadly Cyclone Punch.",114,176,16,,
RoboDesc.opb,0x64fe,0x1 0xdf4,人形重機ダンヴァー２,HM Mech Dumver-2,-1,-1,16,,
RoboDesc.opb,0x6513,0x1 0xdf8,人形重機ダンヴァー２,HM Mech Dumver-2,124,16,16,,
RoboDesc.opb,0x6528,0x1 0xe04,"　ダンヴァーの強
化型。耐久度が大
きく向上した。パ
ンチの破壊力も激
増し、接近戦では
高い戦闘能力を発
揮する。","　An enhanced version of the Dumver. It's durability has greatly improved. The destructive power of it's punches have also dramatically increased, allowing it to demonstrate it's high combat abilities in close range battles. ",114,176,16,,
RoboDesc.opb,0x659d,0x1 0xe08,"/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下に下げる
と減速する。ハン
ドルで方向転換。
/c5人型/c3：コクピット
右側のレバーで腕
を動かす。円形の
回転レバーを回す
と必殺のサイクロ
ンパンチ。","/c5Car/c3: Control speed by moving the lever up and down. Steer with the wheel.
/c5Human Form/c3:
  Right lever: Move the arms.
  Circular spinner: Turn to unleash a deadly Cyclone Punch.",114,176,16,,
RoboDesc.opb,0x6668,0x1 0xe20,人形重機ダンヴァー３,HM Mech Dumver-3,-1,-1,16,,
RoboDesc.opb,0x667d,0x1 0xe24,人形重機ダンヴァー３,|HM Mech Dumver-3,124,16,16,,
RoboDesc.opb,0x6692,0x1 0xe30,"　ダンヴァーの最
終形。打撃性能が
極限まで高まり、
凄まじいパワーの
人形となった。","　The final version of the Dumver. It's offensive abilities have been maxed out, making it a tremendously powerful mech.",114,176,16,,
RoboDesc.opb,0x66e9,0x1 0xe34,"/c5車/c3：アクセルレバ
ーを上に動かすと
加速。下に下げる
と減速する。ハン
ドルで方向転換。
/c5人型/c3：コクピット
右側のレバーで腕
を動かす。円形の
回転レバーを回す
と必殺のサイクロ
ンパンチ。","/c5Car/c3: Control speed by moving the lever up and down. Steer with the wheel.
/c5Human Form/c3:
  Right lever: Move the arms.
  Circular spinner: Turn to unleash a deadly Cyclone Punch.",114,176,16,,
RoboDesc.opb,0x67b4,0x1 0xe4c,回転銃士ガノン,Rotary Sharpshooter Ganon,-1,-1,16,,
RoboDesc.opb,0x67c3,0x1 0xe50,回転銃士ガノン,|Rotary Sharpshooter Ganon,124,16,16,,
RoboDesc.opb,0x67d2,0x1 0xe5c,"　/c5ガトリング砲/c3を
搭載した人形。速
射性能、破壊力と
もにケタはずれ。
射撃系人形の最終
形といってよい。
ただ、砲身があま
りに重く、大きい
ため、変形機構は
搭載できなかった。","　A mech equipped with a /c5Gatling Gun/c3. It possesses rapid-firing abilities with extraordinary destructive power. It's said to be epitome of the sharpshooting mech series. Unfortunately, as the gun's barrel is too large and heavy, it was not equipped with a transformation mechanism.",114,176,16,,
RoboDesc.opb,0x688d,0x1 0xe60,"　回転レバーを回
すと、銃身が回転。
砲を速射する。
　装填レバーを引
くと、弾が再装填。
　右のレバーを動
かすと、腕を上下
にふる。
　カバーのついた
ボタンで、/c5超兵器
ガルミサイル/c3発射。","  Spinner: Turn to rotate the barrel and fire rapidly.
  Loading lever: Reloads bullets.
  Right lever: Shakes the arms.
  Cover: Lift, then press the button to launch the /c5Super Weapon Gull Missile/c3.",114,176,16,,
RoboDesc.opb,0x6954,0x1 0xe78,回転銃士ボルガノン,Rotary Sharpshooter Bolganon,-1,-1,16,,
RoboDesc.opb,0x6967,0x1 0xe7c,回転銃士ボルガノン,|Rotary Sharpshooter Bolganon,124,16,16,,
RoboDesc.opb,0x697a,0x1 0xe88,"　回転銃士の最終
形。
　射撃型の人形の
中では最高クラス
の性能を持つ。","　The final version of the Rotary Sharpshooter.
　It has the highest-class performance of it's series.
",114,176,16,,
